,No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM
36514,38408,2014,5,20,7,1,10.0,46.0,1005.0,22.0,NE,13.86,0.0,0.0,34.0
36515,38409,2014,5,20,8,1,8.0,38.0,1005.0,23.0,NE,18.78,0.0,0.0,18.25
36516,38410,2014,5,20,9,1,8.0,33.0,1006.0,25.0,NE,23.7,0.0,0.0,16.25
36517,38411,2014,5,20,10,1,8.0,31.0,1006.0,26.0,NE,28.62,0.0,0.0,13.333333333333334
36518,38412,2014,5,20,11,1,8.0,28.0,1005.0,28.0,NE,32.64,0.0,0.0,15.333333333333334
36519,38413,2014,5,20,12,1,9.0,28.0,1005.0,29.0,SE,3.13,0.0,0.0,13.75
36520,38414,2014,5,20,13,1,7.0,23.0,1004.0,30.0,cv,0.89,0.0,0.0,18.5
36521,38415,2014,5,20,14,1,6.0,20.0,1003.0,31.0,cv,2.68,0.0,0.0,20.25
36522,38416,2014,5,20,15,1,8.0,23.0,1003.0,31.0,NE,1.79,0.0,0.0,18.75
36523,38417,2014,5,20,16,1,8.0,22.0,1002.0,32.0,SE,1.79,0.0,0.0,20.0
36524,38418,2014,5,20,17,1,9.0,25.0,1002.0,31.0,SE,4.92,0.0,0.0,19.75
36525,38419,2014,5,20,18,1,7.0,22.0,1002.0,31.0,SE,8.94,0.0,0.0,23.0
36526,38420,2014,5,20,19,1,8.0,28.0,1002.0,28.0,SE,12.07,0.0,0.0,39.5
36527,38421,2014,5,20,20,1,15.0,50.0,1004.0,26.0,SE,16.99,0.0,0.0,106.5
36528,38422,2014,5,20,21,1,13.0,53.0,1005.0,23.0,SE,21.91,0.0,0.0,120.75
36529,38423,2014,5,20,22,1,12.0,53.0,1006.0,22.0,SE,26.83,0.0,0.0,112.25
36530,38424,2014,5,20,23,1,10.0,49.0,1007.0,21.0,SE,28.62,0.0,0.0,107.5
36531,38425,2014,5,21,0,1,11.0,56.0,1006.0,20.0,SE,31.75,0.0,0.0,62.0
36532,38426,2014,5,21,1,1,12.0,63.0,1007.0,19.0,cv,0.89,0.0,0.0,84.0
36533,38427,2014,5,21,2,1,12.0,63.0,1006.0,19.0,SE,1.79,0.0,0.0,79.0
36534,38428,2014,5,21,3,1,11.0,63.0,1005.0,18.0,cv,0.89,0.0,0.0,83.66666666666667
36535,38429,2014,5,21,4,1,12.0,72.0,1006.0,17.0,cv,1.78,0.0,0.0,85.0
36536,38430,2014,5,21,5,1,12.0,77.0,1006.0,16.0,NE,0.89,0.0,0.0,86.66666666666667
36537,38431,2014,5,21,6,1,13.0,77.0,1007.0,17.0,cv,0.89,0.0,0.0,81.33333333333333
36538,38432,2014,5,21,7,1,13.0,68.0,1007.0,19.0,cv,1.78,0.0,0.0,76.75
36539,38433,2014,5,21,8,1,12.0,53.0,1007.0,22.0,NW,3.13,0.0,0.0,77.0
36540,38434,2014,5,21,9,1,13.0,53.0,1008.0,23.0,NW,6.26,0.0,0.0,82.75
36541,38435,2014,5,21,10,1,13.0,50.0,1007.0,24.0,cv,0.89,0.0,0.0,85.25
36542,38436,2014,5,21,11,1,13.0,44.0,1006.0,26.0,cv,2.68,0.0,0.0,92.75
36543,38437,2014,5,21,12,1,13.0,41.0,1006.0,27.0,cv,4.47,0.0,0.0,97.25
36544,38438,2014,5,21,13,1,14.0,39.0,1005.0,29.0,cv,6.26,0.0,0.0,105.25
36545,38439,2014,5,21,14,1,13.0,35.0,1004.0,30.0,SE,3.13,0.0,0.0,113.33333333333333
36546,38440,2014,5,21,15,1,14.0,37.0,1003.0,30.0,SE,6.26,0.0,0.0,119.0
36547,38441,2014,5,21,16,1,15.0,37.0,1003.0,31.0,SE,10.28,0.0,0.0,105.75
36548,38442,2014,5,21,17,1,15.0,37.0,1003.0,31.0,SE,16.09,0.0,0.0,118.5
36549,38443,2014,5,21,18,1,15.0,40.0,1003.0,30.0,SE,19.22,0.0,0.0,126.5
36550,38444,2014,5,21,19,1,17.0,51.0,1003.0,28.0,SE,21.01,0.0,0.0,132.5
36551,38445,2014,5,21,20,1,16.0,50.0,1004.0,27.0,SE,22.8,0.0,0.0,145.25
36552,38446,2014,5,21,21,1,16.0,54.0,1005.0,26.0,SE,24.59,0.0,0.0,135.0
36553,38447,2014,5,21,22,1,16.0,57.0,1005.0,25.0,SE,26.38,0.0,0.0,136.25
36554,38448,2014,5,21,23,1,16.0,60.0,1005.0,24.0,SE,28.17,0.0,0.0,137.75
36555,38449,2014,5,22,0,1,16.0,64.0,1005.0,23.0,SE,31.3,0.0,0.0,143.0
36556,38450,2014,5,22,1,1,15.0,60.0,1005.0,23.0,SE,33.09,0.0,0.0,156.25
36557,38451,2014,5,22,2,1,15.0,64.0,1005.0,22.0,SE,34.88,0.0,0.0,172.0
36558,38452,2014,5,22,3,1,15.0,72.0,1005.0,20.0,cv,0.89,0.0,0.0,191.75
36559,38453,2014,5,22,4,1,16.0,77.0,1005.0,20.0,SE,3.13,0.0,0.0,206.0
36560,38454,2014,5,22,5,1,16.0,82.0,1005.0,19.0,cv,0.89,0.0,0.0,216.75
36561,38455,2014,5,22,6,1,17.0,82.0,1006.0,20.0,SE,0.89,0.0,0.0,249.0
36562,38456,2014,5,22,7,1,18.0,82.0,1007.0,21.0,cv,0.89,0.0,0.0,249.75
36563,38457,2014,5,22,8,1,18.0,73.0,1007.0,23.0,SE,1.79,0.0,0.0,260.5
36564,38458,2014,5,22,9,1,18.0,65.0,1008.0,25.0,cv,0.89,0.0,0.0,260.25
36565,38459,2014,5,22,10,1,18.0,57.0,1007.0,27.0,SE,1.79,0.0,0.0,253.5
36566,38460,2014,5,22,11,1,18.0,51.0,1007.0,29.0,SE,4.92,0.0,0.0,219.0
36567,38461,2014,5,22,12,1,17.0,43.0,1007.0,31.0,SE,9.84,0.0,0.0,133.25
36568,38462,2014,5,22,13,1,15.0,33.0,1006.0,33.0,SE,13.86,0.0,0.0,58.5
36569,38463,2014,5,22,14,1,8.0,19.0,1006.0,35.0,SE,21.01,0.0,0.0,39.75
36570,38464,2014,5,22,15,1,9.0,20.0,1005.0,35.0,SE,28.16,0.0,0.0,42.5
36571,38465,2014,5,22,16,1,9.0,21.0,1005.0,34.0,SE,36.21,0.0,0.0,48.0
36572,38466,2014,5,22,17,1,9.0,21.0,1005.0,34.0,SE,43.36,0.0,0.0,38.5
36573,38467,2014,5,22,18,1,8.0,21.0,1005.0,33.0,SE,49.17,0.0,0.0,35.75
36574,38468,2014,5,22,19,1,9.0,25.0,1006.0,31.0,SE,53.19,0.0,0.0,51.5
36575,38469,2014,5,22,20,1,10.0,32.0,1006.0,28.0,SE,56.32,0.0,0.0,57.75
36576,38470,2014,5,22,21,1,12.0,39.0,1007.0,27.0,SE,58.11,0.0,0.0,59.75
36577,38471,2014,5,22,22,1,12.0,39.0,1008.0,27.0,SE,61.24,0.0,0.0,60.0
36578,38472,2014,5,22,23,1,11.0,34.0,1008.0,28.0,SE,64.37,0.0,0.0,63.25
36579,38473,2014,5,23,0,1,14.0,56.0,1009.0,23.0,SE,66.16,0.0,0.0,68.75
36580,38474,2014,5,23,1,1,12.0,46.0,1009.0,24.0,SE,69.29,0.0,0.0,74.75
36581,38475,2014,5,23,2,1,12.0,46.0,1010.0,24.0,SE,72.42,0.0,0.0,77.75
36582,38476,2014,5,23,3,1,13.0,50.0,1010.0,24.0,SE,75.55,0.0,0.0,92.25
36583,38477,2014,5,23,4,1,14.0,60.0,1010.0,22.0,SE,77.34,0.0,0.0,107.0
36584,38478,2014,5,23,5,1,14.0,64.0,1010.0,21.0,NW,1.79,0.0,0.0,108.0
36585,38479,2014,5,23,6,1,15.0,64.0,1010.0,22.0,SE,1.79,0.0,0.0,101.5
36586,38480,2014,5,23,7,1,16.0,60.0,1011.0,24.0,cv,0.89,0.0,0.0,102.0
36587,38481,2014,5,23,8,1,15.0,50.0,1011.0,26.0,SE,1.79,0.0,0.0,103.75
36588,38482,2014,5,23,9,1,15.0,42.0,1011.0,29.0,SE,3.58,0.0,0.0,100.0
36589,38483,2014,5,23,10,1,13.0,33.0,1011.0,31.0,SE,9.39,0.0,0.0,88.25
36590,38484,2014,5,23,11,1,13.0,31.0,1011.0,32.0,SE,16.54,0.0,0.0,85.0
36591,38485,2014,5,23,12,1,12.0,26.0,1010.0,34.0,SE,22.35,0.0,0.0,60.5
36592,38486,2014,5,23,13,1,10.0,23.0,1010.0,34.0,SE,29.5,0.0,0.0,53.5
36593,38487,2014,5,23,14,1,11.0,26.0,1010.0,33.0,SE,36.65,0.0,0.0,46.25
36594,38488,2014,5,23,15,1,11.0,24.0,1009.0,34.0,SE,43.8,0.0,0.0,39.0
36595,38489,2014,5,23,16,1,10.0,24.0,1008.0,33.0,SE,48.72,0.0,0.0,51.0
36596,38490,2014,5,23,17,1,11.0,27.0,1008.0,32.0,SE,53.64,0.0,0.0,53.5
36597,38491,2014,5,23,18,1,12.0,31.0,1008.0,31.0,SE,56.77,0.0,0.0,51.5
36598,38492,2014,5,23,19,1,12.0,33.0,1009.0,30.0,SE,59.9,0.0,0.0,56.5
36599,38493,2014,5,23,20,1,15.0,47.0,1009.0,27.0,cv,0.89,0.0,0.0,66.75
36600,38494,2014,5,23,21,1,15.0,47.0,1009.0,27.0,SE,3.13,0.0,0.0,79.75
36601,38495,2014,5,23,22,1,14.0,42.0,1009.0,28.0,SE,8.05,0.0,0.0,94.25
36602,38496,2014,5,23,23,1,15.0,50.0,1009.0,26.0,SE,11.18,0.0,0.0,98.25
36603,38497,2014,5,24,0,1,15.0,50.0,1008.0,26.0,SE,15.2,0.0,0.0,94.75
36604,38498,2014,5,24,1,1,15.0,50.0,1008.0,26.0,SE,18.33,0.0,0.0,92.0
36605,38499,2014,5,24,2,1,15.0,57.0,1008.0,24.0,NE,1.79,0.0,0.0,90.75
36606,38500,2014,5,24,3,1,15.0,57.0,1008.0,24.0,SE,1.79,0.5,0.5,93.0
36607,38501,2014,5,24,4,1,15.0,60.0,1007.0,23.0,SE,4.92,2.3,2.8,97.25
36608,38502,2014,5,24,5,1,17.0,77.0,1008.0,21.0,SE,8.05,5.1,7.9,76.0
36609,38503,2014,5,24,6,1,17.0,88.0,1008.0,19.0,SE,9.84,1.9,9.8,73.5
36610,38504,2014,5,24,7,1,17.0,88.0,1008.0,19.0,SE,12.97,1.7,11.5,88.25
36611,38505,2014,5,24,8,1,18.0,93.0,1008.0,19.0,SE,14.76,0.0,0.0,77.75
36612,38506,2014,5,24,9,1,18.0,93.0,1008.0,19.0,SE,17.89,0.1,0.1,81.75
36613,38507,2014,5,24,10,1,18.0,88.0,1008.0,20.0,SE,19.68,0.3,0.4,86.5
36614,38508,2014,5,24,11,1,18.0,88.0,1008.0,20.0,SE,22.81,0.2,0.6,84.5
36615,38509,2014,5,24,12,1,18.0,88.0,1008.0,20.0,SE,24.6,0.1,0.7,85.75
36616,38510,2014,5,24,13,1,19.0,93.0,1008.0,20.0,SE,27.73,0.0,0.0,74.25
36617,38511,2014,5,24,14,1,19.0,93.0,1007.0,20.0,SE,29.52,0.0,0.0,76.0
36618,38512,2014,5,24,15,1,19.0,88.0,1007.0,21.0,NE,1.79,0.0,0.0,84.75
36619,38513,2014,5,24,16,1,19.0,88.0,1007.0,21.0,SE,3.13,0.0,0.0,93.33333333333333
36620,38514,2014,5,24,17,1,19.0,93.0,1007.0,20.0,SE,6.26,0.0,0.0,83.5
36621,38515,2014,5,24,18,1,18.0,88.0,1007.0,20.0,SE,8.05,0.0,0.0,77.5
36622,38516,2014,5,24,19,1,18.0,88.0,1008.0,20.0,SE,11.18,0.0,0.0,73.0
36623,38517,2014,5,24,20,1,18.0,88.0,1008.0,20.0,SE,14.31,0.0,0.0,82.25
36624,38518,2014,5,24,21,1,18.0,88.0,1009.0,20.0,SE,16.1,0.0,0.0,85.75
36625,38519,2014,5,24,22,1,18.0,93.0,1009.0,19.0,SE,17.89,0.0,0.0,84.25
36626,38520,2014,5,24,23,1,18.0,93.0,1009.0,19.0,SE,19.68,0.0,0.0,88.5
36627,38521,2014,5,25,0,1,18.0,93.0,1009.0,19.0,SE,21.47,0.0,0.0,95.75
36628,38522,2014,5,25,1,1,18.0,93.0,1008.0,19.0,cv,0.89,0.0,0.0,106.5
36629,38523,2014,5,25,2,1,18.0,93.0,1008.0,19.0,SE,1.79,0.0,0.0,109.25
36630,38524,2014,5,25,3,1,18.0,93.0,1008.0,19.0,SE,3.58,0.0,0.0,119.0
36631,38525,2014,5,25,4,1,18.0,93.0,1007.0,19.0,SE,4.47,0.0,0.0,132.25
36632,38526,2014,5,25,5,1,18.0,93.0,1007.0,19.0,cv,0.89,0.0,0.0,133.5
36633,38527,2014,5,25,6,1,18.0,93.0,1007.0,19.0,cv,1.78,0.0,0.0,129.75
36634,38528,2014,5,25,7,1,19.0,93.0,1008.0,20.0,NW,1.79,0.0,0.0,132.5
36635,38529,2014,5,25,8,1,19.0,88.0,1008.0,21.0,cv,0.89,0.0,0.0,137.0
36636,38530,2014,5,25,9,1,3.0,25.0,1007.0,24.0,NW,8.05,0.0,0.0,142.0
36637,38531,2014,5,25,10,1,3.0,22.0,1007.0,26.0,NW,16.1,0.0,0.0,117.0
36638,38532,2014,5,25,11,1,3.0,21.0,1007.0,27.0,NW,27.28,0.0,0.0,56.25
36639,38533,2014,5,25,12,1,2.0,18.0,1006.0,28.0,NW,38.46,0.0,0.0,17.5
36640,38534,2014,5,25,13,1,0.0,16.0,1005.0,28.0,NW,53.66,0.0,0.0,17.75
36641,38535,2014,5,25,14,1,-1.0,15.0,1005.0,28.0,NW,66.62,0.0,0.0,8.25
36642,38536,2014,5,25,15,1,-1.0,15.0,1005.0,28.0,NW,80.48,0.0,0.0,6.5
36643,38537,2014,5,25,16,1,-1.0,15.0,1005.0,28.0,NW,92.55,0.0,0.0,5.0
36644,38538,2014,5,25,17,1,-1.0,15.0,1005.0,28.0,NW,103.73,0.0,0.0,8.5
36645,38539,2014,5,25,18,1,0.0,17.0,1005.0,27.0,NW,111.78,0.0,0.0,6.75
36646,38540,2014,5,25,19,1,1.0,20.0,1004.0,25.0,NW,114.91,0.0,0.0,8.25
36647,38541,2014,5,25,20,1,3.0,30.0,1005.0,21.0,cv,0.89,0.0,0.0,11.0
36648,38542,2014,5,25,21,1,0.0,19.0,1005.0,25.0,SE,3.13,0.0,0.0,13.0
36649,38543,2014,5,25,22,1,7.0,51.0,1006.0,17.0,cv,0.89,0.0,0.0,17.0
36650,38544,2014,5,25,23,1,9.0,67.0,1006.0,15.0,cv,1.78,0.0,0.0,16.0
36651,38545,2014,5,26,0,1,8.0,62.0,1006.0,15.0,SE,1.79,0.0,0.0,15.75
36652,38546,2014,5,26,1,1,7.0,58.0,1005.0,15.0,cv,0.89,0.0,0.0,12.5
36653,38547,2014,5,26,2,1,7.0,62.0,1005.0,14.0,SE,1.79,0.0,0.0,13.25
36654,38548,2014,5,26,3,1,6.0,58.0,1004.0,14.0,cv,0.89,0.0,0.0,11.75
36655,38549,2014,5,26,4,1,7.0,71.0,1004.0,12.0,cv,1.78,0.0,0.0,19.5
36656,38550,2014,5,26,5,1,7.0,71.0,1004.0,12.0,cv,2.67,0.0,0.0,21.0
36657,38551,2014,5,26,6,1,9.0,67.0,1004.0,15.0,cv,3.56,0.0,0.0,23.5
36658,38552,2014,5,26,7,1,11.0,56.0,1003.0,20.0,cv,4.45,0.0,0.0,15.0
36659,38553,2014,5,26,8,1,4.0,24.0,1003.0,26.0,cv,6.24,0.0,0.0,13.5
36660,38554,2014,5,26,9,1,4.0,21.0,1002.0,28.0,SE,4.02,0.0,0.0,13.5
36661,38555,2014,5,26,10,1,1.0,15.0,1001.0,30.0,SE,8.04,0.0,0.0,10.5
36662,38556,2014,5,26,11,1,1.0,13.0,1000.0,32.0,SE,13.85,0.0,0.0,14.0
36663,38557,2014,5,26,12,1,3.0,15.0,999.0,33.0,SE,18.77,0.0,0.0,16.75
36664,38558,2014,5,26,13,1,3.0,14.0,998.0,34.0,SE,23.69,0.0,0.0,19.25
36665,38559,2014,5,26,14,1,5.0,16.0,997.0,34.0,SE,31.74,0.0,0.0,25.5
36666,38560,2014,5,26,15,1,5.0,17.0,995.0,33.0,SE,39.79,0.0,0.0,25.25
36667,38561,2014,5,26,16,1,5.0,16.0,994.0,34.0,SE,48.73,0.0,0.0,29.25
36668,38562,2014,5,26,17,1,5.0,17.0,993.0,33.0,SE,55.88,0.0,0.0,25.0
36669,38563,2014,5,26,18,1,0.0,10.0,993.0,35.0,NW,7.15,0.0,0.0,21.5
36670,38564,2014,5,26,19,1,1.0,12.0,993.0,34.0,SE,4.92,0.0,0.0,29.5
36671,38565,2014,5,26,20,1,-2.0,9.0,994.0,34.0,NW,7.15,0.0,0.0,27.75
36672,38566,2014,5,26,21,1,-2.0,10.0,995.0,33.0,SE,4.02,0.0,0.0,23.75
36673,38567,2014,5,26,22,1,-1.0,11.0,995.0,32.0,SE,8.04,0.0,0.0,28.25
36674,38568,2014,5,26,23,1,-1.0,12.0,995.0,31.0,NW,3.13,0.0,0.0,21.5
36675,38569,2014,5,27,0,1,8.0,43.0,995.0,21.0,cv,0.89,0.0,0.0,20.0
36676,38570,2014,5,27,1,1,0.0,18.0,994.0,26.0,NW,3.13,0.0,0.0,20.25
36677,38571,2014,5,27,2,1,8.0,48.0,994.0,19.0,cv,0.89,0.0,0.0,39.0
36678,38572,2014,5,27,3,1,9.0,55.0,994.0,18.0,cv,1.78,0.0,0.0,32.25
36679,38573,2014,5,27,4,1,-2.0,14.0,994.0,27.0,NW,4.92,0.0,0.0,32.25
36680,38574,2014,5,27,5,1,5.0,32.0,994.0,22.0,NW,8.05,0.0,0.0,36.25
36681,38575,2014,5,27,6,1,10.0,49.0,994.0,21.0,cv,0.89,0.0,0.0,75.5
36682,38576,2014,5,27,7,1,3.0,17.0,995.0,30.0,NW,5.81,0.0,0.0,97.0
36683,38577,2014,5,27,8,1,5.0,20.0,995.0,30.0,NW,15.64,0.0,0.0,95.75
36684,38578,2014,5,27,9,1,1.0,13.0,995.0,32.0,NW,28.6,0.0,0.0,36.25
36685,38579,2014,5,27,10,1,-2.0,11.0,995.0,32.0,NW,43.8,0.0,0.0,24.75
36686,38580,2014,5,27,11,1,2.0,15.0,995.0,31.0,NW,57.66,0.0,0.0,16.75
36687,38581,2014,5,27,12,1,3.0,15.0,995.0,32.0,NW,67.49,0.0,0.0,9.5
36688,38582,2014,5,27,13,1,5.0,19.0,995.0,31.0,NW,78.67,0.0,0.0,15.75
36689,38583,2014,5,27,14,1,7.0,26.0,997.0,28.0,NW,94.76,0.0,0.0,19.25
36690,38584,2014,5,27,15,1,10.0,36.0,997.0,26.0,NW,102.81,0.0,0.0,12.0
36691,38585,2014,5,27,16,1,10.0,28.0,996.0,30.0,NW,109.96,0.0,0.0,15.5
36692,38586,2014,5,27,17,1,9.0,27.0,995.0,30.0,NW,114.88,0.0,0.0,11.0
36693,38587,2014,5,27,18,1,8.0,25.0,995.0,30.0,NW,118.9,0.0,0.0,11.5
36694,38588,2014,5,27,19,1,1.0,14.0,997.0,31.0,NW,130.97,0.0,0.0,17.25
36695,38589,2014,5,27,20,1,1.0,17.0,998.0,28.0,NW,136.78,0.0,0.0,10.75
36696,38590,2014,5,27,21,1,5.0,31.0,1000.0,23.0,cv,0.89,0.0,0.0,13.75
36697,38591,2014,5,27,22,1,4.0,32.0,1001.0,21.0,cv,1.34,0.0,0.0,13.25
36698,38592,2014,5,27,23,1,5.0,37.0,1001.0,20.0,NW,3.13,0.0,0.0,9.75
36699,38593,2014,5,28,0,1,6.0,42.0,1001.0,19.0,cv,0.89,0.0,0.0,10.0
36700,38594,2014,5,28,1,1,3.0,28.0,1001.0,22.0,NW,3.13,0.0,0.0,19.0
36701,38595,2014,5,28,2,1,6.0,42.0,1001.0,19.0,NE,3.13,0.0,0.0,26.5
36702,38596,2014,5,28,3,1,6.0,39.0,1002.0,20.0,SE,1.79,0.0,0.0,24.0
36703,38597,2014,5,28,4,1,9.0,67.0,1003.0,15.0,NE,0.89,0.0,0.0,31.5
36704,38598,2014,5,28,5,1,9.0,67.0,1003.0,15.0,NE,1.78,0.0,0.0,47.5
36705,38599,2014,5,28,6,1,12.0,67.0,1003.0,18.0,cv,0.89,0.0,0.0,46.25
36706,38600,2014,5,28,7,1,11.0,46.0,1004.0,23.0,cv,1.78,0.0,0.0,42.0
36707,38601,2014,5,28,8,1,10.0,38.0,1004.0,25.0,cv,2.67,0.0,0.0,46.0
36708,38602,2014,5,28,9,1,9.0,32.0,1004.0,27.0,cv,3.56,0.0,0.0,33.0
36709,38603,2014,5,28,10,1,9.0,28.0,1003.0,29.0,SE,1.79,0.0,0.0,19.0
36710,38604,2014,5,28,11,1,7.0,19.0,1002.0,33.0,cv,1.79,0.0,0.0,11.5
36711,38605,2014,5,28,12,1,4.0,14.0,1001.0,35.0,SE,4.02,0.0,0.0,13.5
36712,38606,2014,5,28,13,1,5.0,14.0,1000.0,36.0,SE,8.04,0.0,0.0,24.25
36713,38607,2014,5,28,14,1,5.0,13.0,999.0,37.0,SE,12.96,0.0,0.0,22.75
36714,38608,2014,5,28,15,1,5.0,13.0,998.0,37.0,SE,21.01,0.0,0.0,27.25
36715,38609,2014,5,28,16,1,5.0,13.0,997.0,37.0,SE,29.95,0.0,0.0,29.5
36716,38610,2014,5,28,17,1,5.0,14.0,996.0,36.0,SE,38.89,0.0,0.0,23.75
36717,38611,2014,5,28,18,1,4.0,14.0,996.0,35.0,SE,46.94,0.0,0.0,27.75
36718,38612,2014,5,28,19,1,7.0,18.0,997.0,34.0,SE,55.88,0.0,0.0,32.25
36719,38613,2014,5,28,20,1,9.0,25.0,998.0,31.0,SE,57.67,0.0,0.0,32.25
36720,38614,2014,5,28,21,1,9.0,24.0,999.0,32.0,SE,62.59,0.0,0.0,36.0
36721,38615,2014,5,28,22,1,9.0,25.0,998.0,31.0,SE,67.51,0.0,0.0,37.0
36722,38616,2014,5,28,23,1,8.0,25.0,997.0,30.0,SE,72.43,0.0,0.0,39.0
36723,38617,2014,5,29,0,1,12.0,49.0,997.0,23.0,SE,73.32,0.0,0.0,37.25
36724,38618,2014,5,29,1,1,12.0,49.0,998.0,23.0,cv,0.89,0.0,0.0,39.5
36725,38619,2014,5,29,2,1,13.0,56.0,997.0,22.0,cv,1.78,0.0,0.0,65.0
36726,38620,2014,5,29,3,1,12.0,56.0,997.0,21.0,cv,2.67,0.0,0.0,53.25
36727,38621,2014,5,29,4,1,13.0,64.0,997.0,20.0,cv,3.12,0.0,0.0,52.25
36728,38622,2014,5,29,5,1,12.0,67.0,997.0,18.0,cv,4.01,0.0,0.0,56.25
36729,38623,2014,5,29,6,1,14.0,64.0,997.0,21.0,cv,4.9,0.0,0.0,63.5
36730,38624,2014,5,29,7,1,14.0,50.0,997.0,25.0,cv,5.79,0.0,0.0,89.0
36731,38625,2014,5,29,8,1,12.0,39.0,998.0,27.0,cv,6.68,0.0,0.0,74.75
36732,38626,2014,5,29,9,1,12.0,33.0,998.0,30.0,NE,3.13,0.0,0.0,69.75
36733,38627,2014,5,29,10,1,11.0,26.0,998.0,33.0,NE,4.92,0.0,0.0,60.0
36734,38628,2014,5,29,11,1,11.0,22.0,998.0,36.0,cv,1.79,0.0,0.0,49.333333333333336
36735,38629,2014,5,29,12,1,10.0,19.0,998.0,37.0,cv,2.68,0.0,0.0,34.75
36736,38630,2014,5,29,13,1,7.0,14.0,997.0,39.0,cv,3.57,0.0,0.0,25.25
36737,38631,2014,5,29,14,1,7.0,12.0,997.0,41.0,cv,5.36,0.0,0.0,22.0
36738,38632,2014,5,29,15,1,4.0,9.0,996.0,42.0,NW,5.81,0.0,0.0,13.666666666666666
36739,38633,2014,5,29,16,1,4.0,11.0,996.0,39.0,NE,1.79,0.0,0.0,15.666666666666666
36740,38634,2014,5,29,17,1,6.0,12.0,996.0,40.0,cv,0.89,0.0,0.0,38.0
36741,38635,2014,5,29,18,1,8.0,16.0,997.0,38.0,SE,3.13,0.0,0.0,29.0
36742,38636,2014,5,29,19,1,9.0,20.0,998.0,35.0,SE,6.26,0.0,0.0,30.333333333333332
36743,38637,2014,5,29,20,1,10.0,25.0,999.0,32.0,cv,0.89,0.0,0.0,55.333333333333336
36744,38638,2014,5,29,21,1,15.0,45.0,1000.0,28.0,cv,2.68,0.0,0.0,55.666666666666664
36745,38639,2014,5,29,22,1,10.0,30.0,1001.0,29.0,SE,1.79,0.0,0.0,61.333333333333336
36746,38640,2014,5,29,23,1,13.0,44.0,1002.0,26.0,NW,3.13,0.0,0.0,72.0
36747,38641,2014,5,30,0,1,13.0,47.0,1002.0,25.0,cv,0.89,0.0,0.0,81.33333333333333
36748,38642,2014,5,30,1,1,13.0,41.0,1003.0,27.0,SE,1.79,0.0,0.0,93.0
36749,38643,2014,5,30,2,1,14.0,50.0,1003.0,25.0,NE,1.79,0.0,0.0,101.0
36750,38644,2014,5,30,3,1,13.0,53.0,1003.0,23.0,NW,1.79,0.0,0.0,113.0
36751,38645,2014,5,30,4,1,11.0,49.0,1004.0,22.0,NW,3.58,0.0,0.0,90.0
36752,38646,2014,5,30,5,1,10.0,49.0,1005.0,21.0,NW,6.71,0.0,0.0,73.0
36753,38647,2014,5,30,6,1,12.0,49.0,1006.0,23.0,NW,8.5,0.0,0.0,64.0
36754,38648,2014,5,30,7,1,12.0,41.0,1006.0,26.0,NW,10.29,0.0,0.0,81.33333333333333
36755,38649,2014,5,30,8,1,12.0,33.0,1007.0,30.0,cv,0.89,0.0,0.0,88.0
36756,38650,2014,5,30,9,1,12.0,31.0,1007.0,31.0,SE,1.79,0.0,0.0,88.0
36757,38651,2014,5,30,10,1,12.0,29.0,1007.0,32.0,SE,5.81,0.0,0.0,104.5
36758,38652,2014,5,30,11,1,12.0,27.0,1007.0,33.0,SE,9.83,0.0,0.0,109.75
36759,38653,2014,5,30,12,1,14.0,31.0,1007.0,33.0,SE,14.75,0.0,0.0,105.0
36760,38654,2014,5,30,13,1,14.0,30.0,1006.0,34.0,SE,19.67,0.0,0.0,102.25
36761,38655,2014,5,30,14,1,14.0,28.0,1005.0,35.0,SE,23.69,0.0,0.0,108.75
36762,38656,2014,5,30,15,1,15.0,32.0,1005.0,34.0,SE,27.71,0.0,0.0,106.75
36763,38657,2014,5,30,16,1,15.0,33.0,1005.0,33.0,SE,33.52,0.0,0.0,97.75
36764,38658,2014,5,30,17,1,14.0,31.0,1005.0,33.0,SE,37.54,0.0,0.0,97.25
36765,38659,2014,5,30,18,1,13.0,33.0,1005.0,31.0,SE,41.56,0.0,0.0,97.25
36766,38660,2014,5,30,19,1,15.0,40.0,1006.0,30.0,SE,44.69,0.0,0.0,90.25
36767,38661,2014,5,30,20,1,14.0,42.0,1006.0,28.0,SE,47.82,0.0,0.0,89.0
36768,38662,2014,5,30,21,1,14.0,44.0,1007.0,27.0,SE,50.95,0.0,0.0,88.0
36769,38663,2014,5,30,22,1,12.0,39.0,1008.0,27.0,SE,54.08,0.0,0.0,77.25
36770,38664,2014,5,30,23,1,12.0,44.0,1008.0,25.0,SE,55.87,0.0,0.0,72.25
36771,38665,2014,5,31,0,1,13.0,50.0,1008.0,24.0,SE,56.76,0.0,0.0,77.25
36772,38666,2014,5,31,1,1,13.0,56.0,1008.0,22.0,SE,57.65,0.0,0.0,80.25
36773,38667,2014,5,31,2,1,14.0,60.0,1008.0,22.0,cv,0.89,0.0,0.0,84.25
36774,38668,2014,5,31,3,1,14.0,64.0,1008.0,21.0,cv,1.78,0.0,0.0,91.5
36775,38669,2014,5,31,4,1,14.0,64.0,1008.0,21.0,cv,2.67,0.0,0.0,98.5
